english_id,hebrew_name,total_olim,avg_age,pct_employed,pct_female,pct_male,score,madad
lev_hasharon,כפר הס,3,53.7,33.3,33.3,66.7,1.229,8
yoav,כפר הריף,1,17.0,0.0,0.0,100.0,1.111,8
emek_hefer,כפר ויתקין,13,27.2,53.8,46.2,53.8,1.241,8
beer_tuvya,כפר ורבורג,1,18.0,0.0,0.0,100.0,0.856,7
kfar_vradim,כפר ורדים,60,42.8,50.0,58.3,41.7,1.56,9
emek_lod,כפר חבד,89,27.7,32.6,49.4,50.6,0.185,6
emek_hefer,כפר חיים,1,32.0,100.0,0.0,100.0,1.241,8
merom_hagalil,כפר חנניה,3,43.3,66.7,33.3,66.7,0.016,5
zvulun,כפר חסידים א,5,34.4,100.0,40.0,60.0,-0.014,5
golan,כפר חרוב,2,62.5,50.0,50.0,50.0,0.207,6
emek_yizrael,כפר יהושע,3,34.7,100.0,66.7,33.3,1.115,8
kfar_yona,כפר יונה,356,35.6,45.5,48.9,51.1,0.781,7
hagilboa,כפר יחזקאל,6,19.3,66.7,50.0,50.0,-0.098,5
kfar_kama,כפר כמא,1,18.0,0.0,0.0,100.0,0.307,6
emek_hefer,כפר מונש,2,40.5,100.0,50.0,50.0,1.241,8
sdot_negev,כפר מימון,2,45.5,0.0,50.0,50.0,0.185,6
yoav,כפר מנחם,7,62.4,57.1,42.9,57.1,1.111,8
mate_asher,כפר מסריק,82,19.8,29.3,50.0,50.0,0.52,7
gderot,כפר מרדכי,1,32.0,100.0,0.0,100.0,1.76,9
hof_hasharon,כפר נטר,10,27.1,70.0,40.0,60.0,1.38,8
hagalil_haelyon,כפר סאלד,1,25.0,100.0,100.0,0.0,0.602,7
kfar_saba,כפר סבא,2241,36.8,54.5,53.3,46.7,1.192,8
hof_ashkelon,כפר סילבר,19,19.1,10.5,57.9,42.1,0.648,7
drom_hasharon,כפר סירקין,7,18.6,57.1,57.1,42.9,1.416,8
shaar_hanegev,כפר עזה,1,21.0,0.0,0.0,100.0,0.769,7
jerusalem_yerushalayim,כפר עציון,11,22.6,54.5,63.6,36.4,-1.196,2
menashe,כפר פינס,3,34.7,33.3,33.3,66.7,0.638,7
hagalil_hatahton,כפר קיש,4,13.5,25.0,100.0,0.0,0.594,7
mate_asher,כפר ראש הנקרה,8,22.0,50.0,37.5,62.5,0.52,7
emek_hamaayanot,כפר רופין,12,23.8,58.3,66.7,33.3,0.304,6
hevel_modiin,כפר רות,1,3.0,0.0,100.0,0.0,0.837,7
kfar_shmaryahu,כפר שמריהו,67,36.3,52.2,49.3,50.7,2.462,10
kfar_tavor,כפר תבור,24,54.8,58.3,50.0,50.0,1.266,8
shomron,כפר תפוח,2,33.0,100.0,0.0,100.0,0.272,6
gezer,כרמי יוסף,13,28.6,46.2,46.2,53.8,1.162,8
gush_etzion,כרמי צור,8,28.8,75.0,25.0,75.0,0.144,6
karmiel,כרמיאל,4672,35.0,51.5,51.6,48.4,0.02,5
hof_ashkelon,כרמיה,1,20.0,0.0,0.0,100.0,0.648,7
bnei_shimon,כרמים,2,14.5,50.0,50.0,50.0,0.971,7
misgav,לבון,2,59.0,100.0,50.0,50.0,0.619,7
hagalil_hatahton,לביא,103,21.7,15.5,48.5,51.5,0.594,7
ashkelon,לבנים,6,26.5,16.7,66.7,33.3,-0.135,5
bnei_shimon,להב,59,19.3,49.2,69.5,30.5,0.971,7
hagalil_haelyon,להבות הבשן,20,31.0,65.0,50.0,50.0,0.602,7
menashe,להבות חביבה,1,76.0,0.0,100.0,0.0,0.638,7
lehavim,להבים,33,39.7,45.5,48.5,51.5,1.972,9
lod,לוד,1328,38.9,57.4,52.3,47.7,-0.738,3
no_jurisdiction,לוד נמל תעופה,44,28.6,56.8,54.5,45.5,-2.865,1
mate_yehuda,לוזית,1,32.0,100.0,0.0,100.0,0.757,7
yehud_monoson,לוחמי הגיטאות,35,20.7,22.9,51.4,48.6,0.963,7
misgav,לוטם,2,19.5,50.0,0.0,100.0,0.619,7
hevel_eielot,לוטן,31,31.9,58.1,41.9,58.1,-0.055,5
mate_yehuda,לי און,4,44.2,50.0,25.0,75.0,0.757,7
mate_asher,לימן,8,19.4,50.0,37.5,62.5,0.52,7
lahish,לכיש,5,20.2,60.0,60.0,40.0,0.548,7
hevel_modiin,לפיד,12,49.9,66.7,41.7,58.3,0.837,7
maale_yosef,לפידות,2,28.5,50.0,50.0,50.0,0.466,7
menashe,מאור,3,35.7,33.3,33.3,66.7,0.638,7
hof_hacarmel,מאיר שפיה,29,18.8,10.3,41.4,58.6,1.043,8
mate_yehuda,מבוא ביתר,8,18.1,50.0,50.0,50.0,0.757,7
no_jurisdiction,מבוא חורון,8,33.4,37.5,12.5,87.5,-2.865,1
hevel_modiin,מבוא מודיעים,3,54.7,0.0,66.7,33.3,0.837,7
merhavim,מבועים,6,59.8,33.3,50.0,50.0,0.232,6
hof_ashkelon,מבקיעים,1,26.0,100.0,100.0,0.0,0.648,7
mevaseret_tsiyon,מבשרת ציון,294,33.6,62.6,54.4,45.6,1.092,8
hof_hacarmel,מגדים,6,21.0,50.0,50.0,50.0,1.043,8
migdal,מגדל,24,34.0,58.3,54.2,45.8,-0.004,5
migdal_haemek,מגדל העמק,1918,36.2,55.1,50.9,49.1,-0.398,4
bnei_brak,מגדל עז,45,28.6,66.7,55.6,44.4,-1.627,2
megido,מגידו,4,45.2,50.0,75.0,25.0,0.467,7
menashe,מגל,3,35.0,66.7,33.3,66.7,0.638,7
eshkol,מגן,11,28.5,9.1,36.4,63.6,0.309,6
hagilboa,מגן שאול,5,15.8,60.0,60.0,40.0,-0.098,5
megido,מדרך עוז,4,30.5,100.0,75.0,25.0,0.467,7
ramat_negev,מדרשת בן גוריון,29,37.2,62.1,37.9,62.1,0.206,6
modiin_ilit,מודיעין עלית,344,33.1,37.8,54.7,45.3,-2.235,1
modiin_makabim_reut,מודיעין-מכבים-רעות,2853,33.1,45.0,51.2,48.8,1.42,8
shomron,מודיעין-מכבים-רעות,2853,33.1,45.0,51.2,48.8,0.272,6
hagilboa,מולדת,59,18.5,10.2,50.8,49.2,-0.098,5
jerusalem_yerushalayim,מוצא עלית,8,42.1,62.5,62.5,37.5,-1.196,2
misgav,מורן,2,21.0,50.0,50.0,50.0,0.619,7
misgav,מורשת,23,25.9,30.4,43.5,56.5,0.619,7
hevel_modiin,מזור,6,13.7,33.3,50.0,50.0,0.837,7
mazkeret_batya,מזכרת בתיה,99,34.5,49.5,55.6,44.4,1.294,8
emek_yizrael,מזרע,2,56.5,0.0,50.0,50.0,1.115,8
mate_yehuda,מחסיה,1,17.0,0.0,100.0,0.0,0.757,7
metula,מטולה,14,33.9,57.1,50.0,50.0,0.891,7
mate_yehuda,מטע,4,43.8,50.0,50.0,50.0,0.757,7
menashe,מי עמי,2,50.5,0.0,50.0,50.0,0.638,7
golan,מיצר,1,25.0,100.0,100.0,0.0,0.207,6
emek_hamaayanot,מירב,1,25.0,100.0,0.0,100.0,0.304,6
merom_hagalil,מירון,1,61.0,100.0,100.0,0.0,0.016,5
meitar,מיתר,58,41.9,48.3,55.2,44.8,1.495,9
pardes_hana_karkur,מכורה,2,47.5,100.0,50.0,50.0,0.704,7
hagalil_haelyon,מלכיה,19,27.1,21.1,47.4,52.6,0.602,7
lahish,מנוחה,1,26.0,100.0,100.0,0.0,0.548,7
misgav,מנוף,2,81.0,50.0,50.0,50.0,0.619,7
emek_hamaayanot,מנחמיה,10,39.5,40.0,50.0,50.0,0.304,6
hagalil_haelyon,מנרה,17,29.4,58.8,35.3,64.7,0.602,7
emek_hamaayanot,מסלות,1,17.0,0.0,0.0,100.0,0.304,6
mevaseret_tsiyon,מסלת ציון,5,42.4,80.0,40.0,60.0,1.092,8
emek_hefer,מעברות,13,29.8,46.2,69.2,30.8,1.241,8
sdot_negev,מעגלים,2,50.5,50.0,50.0,50.0,0.185,6
emek_hayarden,מעגן,28,18.5,10.7,53.6,46.4,0.475,7
hof_hacarmel,מעגן מיכאל,270,21.6,26.7,38.1,61.9,1.043,8
emek_hamaayanot,מעוז חיים,75,19.2,22.7,45.3,54.7,0.304,6
tel_aviv_yafo,מעון,11,30.1,36.4,54.5,45.5,1.293,8
maale_yosef,מעונה,2,75.5,50.0,100.0,0.0,0.466,7
hof_hacarmel,מעין צבי,11,30.0,36.4,72.7,27.3,1.043,8
jerusalem_yerushalayim,מעלה אדומים,975,39.2,58.6,51.5,48.5,-1.196,2
maale_efraim,מעלה אפרים,13,31.5,38.5,46.2,53.8,-0.69,3
mate_binyamin,מעלה לבונה,4,39.2,50.0,75.0,25.0,-0.081,5
mate_binyamin,מעלה מכמש,12,42.2,75.0,33.3,66.7,-0.081,5
nahal_sorek,מעלה עמוס,19,28.0,42.1,52.6,47.4,-0.057,5
shomron,מעלה שומרון,2,67.5,100.0,100.0,0.0,0.272,6
maalot_tarshiha,מעלות תרשיחא,688,37.9,49.9,53.1,46.9,-0.057,5
jerusalem_yerushalayim,מעש,6,15.3,16.7,50.0,50.0,-1.196,2
shaar_hanegev,מפלסים,4,55.5,25.0,75.0,25.0,0.769,7
no_jurisdiction,מצדות יהודה,1,19.0,100.0,0.0,100.0,-2.865,1
mate_asher,מצובה,8,23.1,25.0,37.5,62.5,0.52,7
gezer,מצליח,3,40.3,0.0,0.0,100.0,1.162,8
mate_binyamin,מצפה יריחו,73,28.5,45.2,57.5,42.5,-0.081,5
hagalil_hatahton,מצפה נטופה,64,21.5,28.1,48.4,51.6,0.594,7
mitspe_ramon,מצפה רמון,91,41.8,75.8,45.1,54.9,-0.922,3
megilot,מצפה שלם,1,26.0,0.0,0.0,100.0,0.576,7
ramat_negev,מרחב עם,8,14.1,25.0,75.0,25.0,0.206,6
emek_yizrael,מרחביה מושב,1,22.0,100.0,100.0,0.0,1.115,8
shafir,מרכז שפירא,7,36.0,14.3,42.9,57.1,-0.055,5
ramat_negev,משאבי שדה,124,27.5,54.8,51.6,48.4,0.206,6
gderot,משגב דב,1,26.0,0.0,0.0,100.0,1.76,9
hagalil_haelyon,משגב עם,21,19.8,61.9,66.7,33.3,0.602,7
modiin_makabim_reut,משואה,3,59.3,100.0,66.7,33.3,1.42,8
gezer,משמר אילון,2,3.0,0.0,100.0,0.0,1.162,8
bnei_shimon,משמר הנגב,4,53.5,0.0,100.0,0.0,0.971,7
megido,משמר העמק,39,22.1,33.3,33.3,66.7,0.467,7
emek_lod,משמר השבעה,2,23.5,100.0,50.0,50.0,0.185,6
emek_hefer,משמר השרון,15,26.1,33.3,40.0,60.0,1.241,8
menashe,משמרות,6,14.5,0.0,33.3,66.7,0.638,7
lev_hasharon,משמרת,3,29.7,66.7,100.0,0.0,1.229,8
hof_ashkelon,משען,1,17.0,0.0,100.0,0.0,0.648,7
drom_hasharon,מתן,8,46.6,62.5,50.0,50.0,1.416,8
jerusalem_yerushalayim,מתתיהו,27,37.6,59.3,29.6,70.4,-1.196,2
golan,נאות הגולן,5,32.4,20.0,60.0,40.0,0.207,6
hagalil_haelyon,נאות מרדכי,21,24.1,52.4,52.4,47.6,0.602,7
bnei_shimon,נבטים,2,26.5,100.0,0.0,100.0,0.971,7
emek_yizrael,נהלל,83,18.3,1.2,30.1,69.9,1.115,8
nahariya,נהריה,8868,36.2,52.8,52.0,48.0,0.143,6
golan,נוב,4,22.8,50.0,50.0,50.0,0.207,6
lahish,נוגה,1,27.0,100.0,100.0,0.0,0.548,7
emek_hamaayanot,נוה אור,3,20.3,33.3,33.3,66.7,0.304,6
mate_yehuda,נוה אילן,9,29.0,77.8,55.6,44.4,0.757,7
kiryat_gat,נוה איתן,3,51.0,66.7,33.3,66.7,-0.552,4
gush_etzion,נוה דניאל,130,32.7,47.7,60.0,40.0,0.144,6
drom_hasharon,נוה ימין,6,28.8,66.7,66.7,33.3,1.416,8
drom_hasharon,נוה ירק,1,35.0,100.0,0.0,100.0,1.416,8
mate_yehuda,נוה שלום,2,57.5,0.0,50.0,50.0,0.757,7
maale_yosef,נווה זיו,4,30.0,50.0,50.0,50.0,0.466,7
gezer,נוף איילון,36,31.7,25.0,38.9,61.1,1.162,8
natsrat_ilit,נוף הגליל,4106,35.2,50.9,52.2,47.8,-0.298,5
modiin_makabim_reut,נופים,4,50.8,100.0,25.0,75.0,1.42,8
shomron,נופים,4,50.8,100.0,25.0,75.0,0.272,6
zvulun,נופית,9,34.6,55.6,55.6,44.4,-0.014,5
tamar,נוקדים,130,37.9,53.1,50.8,49.2,0.576,7
lev_hasharon,נורדיה,15,46.8,33.3,46.7,53.3,1.229,8
mate_yehuda,נחושה,22,29.4,36.4,50.0,50.0,0.757,7
shaar_hanegev,נחל עוז,8,19.6,62.5,62.5,37.5,0.769,7
hadera,נחליאל,1,23.0,100.0,0.0,100.0,0.184,6
hevel_modiin,נחלים,3,45.3,66.7,33.3,66.7,0.837,7
mate_yehuda,נחם,5,45.8,40.0,20.0,80.0,0.757,7
hof_hacarmel,נחשולים,1,19.0,0.0,0.0,100.0,1.043,8
mate_yehuda,נחשון,2,51.5,50.0,100.0,0.0,0.757,7
drom_hasharon,נחשונים,1,19.0,100.0,100.0,0.0,1.416,8
maale_yosef,נטועה,4,20.0,50.0,25.0,75.0,0.466,7
gan_rave,נטעים,3,58.0,33.3,66.7,33.3,1.389,8
mate_yehuda,נטף,1,64.0,0.0,100.0,0.0,0.757,7
jerusalem_yerushalayim,נילי,10,51.1,40.0,60.0,40.0,-1.196,2
hof_ashkelon,ניצן ב',15,33.6,20.0,66.7,33.3,0.648,7
ramat_negev,ניצנה(קהילת חנוך),269,20.4,13.4,39.0,61.0,0.206,6
emek_hamaayanot,ניר דוד,2,18.5,0.0,50.0,50.0,0.304,6
lahish,ניר חן,4,43.0,25.0,75.0,25.0,0.548,7
eshkol,ניר יצחק,90,19.8,17.8,55.6,44.4,0.309,6
eshkol,ניר עוז,7,26.7,57.1,71.4,28.6,0.309,6
shaar_hanegev,ניר עם,11,36.5,81.8,54.5,45.5,0.769,7
hof_hacarmel,ניר עציון,63,20.4,14.3,55.6,44.4,1.043,8
merhavim,ניר עקיבא,6,14.5,33.3,50.0,50.0,0.232,6
emek_lod,ניר צבי,5,31.0,40.0,60.0,40.0,0.185,6
eshkol,נירים,4,30.5,75.0,50.0,50.0,0.309,6
drom_hasharon,נירית,13,33.3,38.5,69.2,30.8,1.416,8
mate_yehuda,נס הרים,1,36.0,100.0,100.0,0.0,0.757,7
nes_tsiyona,נס ציונה,253,39.2,60.5,52.6,47.4,1.304,8
rishon_letsiyon,נעורים,74,18.1,1.4,21.6,78.4,0.727,7
rehovot,נעלה,21,28.7,66.7,42.9,57.1,0.601,7
jerusalem_yerushalayim,נעמי,1,23.0,0.0,0.0,100.0,-1.196,2
gezer,נען,97,23.1,44.3,32.0,68.0,1.162,8
ramat_negev,נצני סיני,2,17.5,50.0,100.0,0.0,0.206,6
gezer,נצר סירני,3,43.7,66.7,33.3,66.7,1.162,8
nazareth_natsrat,נצרת,28,33.6,39.3,53.6,46.4,-0.704,3
nesher,נשר,1143,37.5,53.2,51.6,48.4,0.564,7
hof_ashkelon,נתיב העשרה,2,4.5,0.0,100.0,0.0,0.648,7
netivot,נתיבות,440,33.7,44.3,52.5,47.5,-0.762,3
netanya,נתניה,38594,36.8,52.7,51.5,48.5,0.084,6
hagalil_haelyon,סאסא,2,65.0,50.0,50.0,50.0,0.602,7
savyon,סביון,53,32.0,41.5,52.8,47.2,2.587,10
yoav,סגולה,2,39.0,100.0,50.0,50.0,1.111,8
beer_sheva,סוסיה,15,31.3,46.7,53.3,46.7,-0.111,5
eshkol,סופה,7,24.0,57.1,28.6,71.4,0.309,6
hevel_eielot,סמר,2,51.5,100.0,0.0,100.0,-0.055,5
sdot_negev,סעד,31,22.6,22.6,61.3,38.7,0.185,6
mate_asher,סער,10,18.2,10.0,60.0,40.0,0.52,7
haarava_hatihona,ספיר,5,34.2,80.0,60.0,40.0,0.792,7
merom_hagalil,ספסופה,3,63.0,33.3,33.3,66.7,0.016,5
gezer,סתריה,2,35.5,100.0,50.0,50.0,1.162,8
emek_yizrael,עדי,3,18.0,0.0,33.3,66.7,1.115,8
jerusalem_yerushalayim,עדן,3,63.3,66.7,33.3,66.7,-1.196,2
emek_hefer,עולש,3,17.7,33.3,66.7,33.3,1.241,8
lahish,עוצם,1,20.0,0.0,0.0,100.0,0.548,7
ramat_negev,עזוז,2,33.0,100.0,0.0,100.0,0.206,6
beer_tuvya,עזר,3,45.0,0.0,33.3,66.7,0.856,7
lev_hasharon,עזריאל,7,29.6,71.4,57.1,42.9,1.229,8
gezer,עזריה,1,20.0,100.0,100.0,0.0,1.162,8
beer_tuvya,עזריקם,4,32.0,75.0,75.0,25.0,0.856,7
ilabun,עיילבון,1,28.0,0.0,0.0,100.0,-0.011,5
yavneel,עין אילה,2,18.5,0.0,100.0,0.0,-1.236,2
emek_hayarden,עין גב,4,21.5,75.0,25.0,75.0,0.475,7
tamar,עין גדי,10,21.5,70.0,70.0,30.0,0.576,7
emek_yizrael,עין דור,8,55.5,37.5,100.0,0.0,1.115,8
eshkol,עין הבשור,6,28.5,66.7,50.0,50.0,0.309,6
hof_hacarmel,עין הוד,8,40.9,62.5,75.0,25.0,1.043,8
emek_hefer,עין החורש,88,18.5,12.5,58.0,42.0,1.241,8
mate_asher,עין המפרץ,31,24.9,19.4,61.3,38.7,0.52,7
emek_hamaayanot,עין הנציב,8,30.4,62.5,50.0,50.0,0.304,6
megido,עין העמק,2,62.0,100.0,50.0,50.0,0.467,7
megido,עין השופט,145,26.6,60.0,35.2,64.8,0.467,7
lev_hasharon,עין ורד,11,21.6,45.5,36.4,63.6,1.229,8
golan,עין זיוון,3,22.7,33.3,66.7,33.3,0.207,6
maale_yosef,עין יעקב,6,42.8,66.7,66.7,33.3,0.466,7
menashe,עין עירון,5,14.4,40.0,80.0,20.0,0.638,7
shafir,עין צורים,44,20.3,20.5,59.1,40.9,-0.055,5
menashe,עין שמר,31,18.5,9.7,64.5,35.5,0.638,7
lev_hasharon,עין שריד,2,24.5,50.0,100.0,0.0,1.229,8
tamar,עין תמר,2,73.0,100.0,50.0,50.0,0.576,7
mate_yehuda,עינות,171,24.8,77.2,44.4,55.6,0.757,7
acre_ako,עכו,4878,35.0,55.9,49.9,50.1,-0.467,4
sdot_negev,עלומים,15,24.7,26.7,33.3,66.7,0.185,6
ashkelon,עלי,98,33.9,43.9,46.9,53.1,-0.135,5
shomron,עלי זהב,11,27.4,36.4,36.4,63.6,0.272,6
ramat_yishay,עלמון,14,39.1,71.4,57.1,42.9,1.31,8
merom_hagalil,עמוקה,1,28.0,100.0,0.0,100.0,0.016,5
mate_yehuda,עמינדב,8,38.8,37.5,62.5,37.5,0.757,7
alona,עמיקם,1,64.0,100.0,100.0,0.0,1.198,8
hagalil_haelyon,עמיר,1,18.0,0.0,0.0,100.0,0.602,7
ashkelon,עמנואל,7,50.3,57.1,42.9,57.1,-0.135,5
jerusalem_yerushalayim,עמר,78,41.3,60.3,52.6,47.4,-1.196,2
shoham,ענב,2,20.5,100.0,100.0,0.0,1.685,9
ossfiya,עספיא,25,36.3,68.0,48.0,52.0,-0.274,5
afula,עפולה,2431,34.7,55.2,53.1,46.9,-0.327,5
jerusalem_yerushalayim,עפרה,31,27.5,41.9,51.6,48.4,-1.196,2
arabe,עראבה,2,66.0,0.0,50.0,50.0,-0.728,3
arad,ערד,1131,36.7,47.6,50.6,49.4,-0.876,3
beer_tuvya,ערוגות,6,40.2,50.0,33.3,66.7,0.856,7
gderot,עשרת,1,77.0,0.0,0.0,100.0,1.76,9
hof_hacarmel,עתלית,109,33.8,50.5,57.8,42.2,1.043,8
jerusalem_yerushalayim,עתניאל,19,45.2,52.6,52.6,47.4,-1.196,2
shomron,פדואל,73,18.4,39.7,47.9,52.1,0.272,6
merhavim,פדויים,1,21.0,0.0,100.0,0.0,0.232,6
emek_hayarden,פוריה כפר עבודה,11,23.3,45.5,63.6,36.4,0.475,7
emek_hayarden,פוריה נוה עובד,12,32.6,58.3,58.3,41.7,0.475,7
emek_hayarden,פוריה עלית,10,49.5,30.0,50.0,50.0,0.475,7
lev_hasharon,פורת,8,14.6,37.5,50.0,50.0,1.229,8
misgav,פלך,5,18.6,20.0,80.0,20.0,0.619,7
gan_rave,פלמחים,9,39.3,55.6,66.7,33.3,1.389,8
beit_shemesh,פסגות,9,19.1,33.3,55.6,44.4,-1.485,2
haifa,פצאל,1,26.0,100.0,100.0,0.0,0.391,7
pardes_hana_karkur,פרדס חנה כרכור,481,34.2,48.6,54.1,45.9,0.704,7
pardesiya,פרדסיה,21,29.0,47.6,61.9,38.1,1.492,9
merom_hagalil,פרוד,9,27.0,33.3,44.4,55.6,0.016,5
petah_tikva,פתח תקוה,7589,35.9,58.5,52.3,47.7,0.55,7
gezer,פתחיה,2,43.0,100.0,100.0,0.0,1.162,8
eshkol,צאלים,17,23.6,58.8,52.9,47.1,0.309,6
petah_tikva,צביה,5,33.2,80.0,80.0,20.0,0.55,7
mate_yehuda,צובה,84,25.8,81.0,33.3,66.7,0.757,7
eshkol,צוחר,3,49.7,33.3,66.7,33.3,0.309,6
tel_aviv_yafo,צופין,19,40.3,57.9,47.4,52.6,1.293,8
drom_hasharon,צופית,4,22.0,75.0,50.0,50.0,1.416,8
emek_hefer,צוקי ים,3,18.0,0.0,33.3,66.7,1.241,8
mate_yehuda,צור הדסה,162,38.3,55.6,54.3,45.7,0.757,7
drom_hasharon,צור יצחק,28,51.7,42.9,64.3,35.7,1.416,8
lev_hasharon,צור משה,6,29.2,50.0,33.3,66.7,1.229,8
drom_hasharon,צור נתן,1,20.0,0.0,100.0,0.0,1.416,8
maale_yosef,צוריאל,1,46.0,100.0,100.0,0.0,0.466,7
misgav,צורית,13,23.5,38.5,30.8,69.2,0.619,7
kadima_tsoran,צורן,9,28.8,44.4,44.4,55.6,1.241,8
mate_yehuda,צלפון,2,26.5,50.0,100.0,0.0,0.757,7
emek_lod,צפריה,4,35.0,75.0,0.0,100.0,0.185,6
mate_yehuda,צפרירים,1,56.0,100.0,100.0,0.0,0.757,7
tsfat,צפת,2213,30.3,22.8,49.3,50.7,-1.351,2
hof_hacarmel,צרופה,3,39.0,100.0,33.3,66.7,1.043,8
mate_yehuda,צרעה,35,25.0,31.4,62.9,37.1,0.757,7
hevel_yavne,קבוצת יבנה,30,18.6,10.0,50.0,50.0,0.069,6
tel_aviv_yafo,קדומים,32,40.0,43.8,56.2,43.8,1.293,8
kadima_tsoran,קדימה,120,37.9,45.0,55.0,45.0,1.241,8
golan,קדמת צבי,1,83.0,0.0,100.0,0.0,0.207,6
zihron_yaakov,קדר,5,30.4,100.0,40.0,60.0,1.117,8
brener,קדרון,7,32.0,42.9,57.1,42.9,1.239,8
shafir,קוממיות,1,86.0,0.0,100.0,0.0,-0.055,5
misgav,קורנית,8,31.8,62.5,62.5,37.5,0.619,7
hevel_eielot,קטורה,40,27.5,47.5,40.0,60.0,-0.055,5
hof_hacarmel,קיסריה,354,34.6,52.5,47.7,52.3,1.043,8
merhavim,קלחים,1,49.0,100.0,0.0,100.0,0.232,6
rishon_letsiyon,קלע,6,18.8,33.3,33.3,66.7,0.727,7
menashe,קציר,30,44.7,63.3,50.0,50.0,0.638,7
katsrin,קצרין,536,36.2,56.2,49.6,50.4,-0.224,5
kiryat_ono,קרית אונו,452,36.1,58.4,52.4,47.6,1.594,9
beit_shemesh,קרית ארבע,113,38.6,56.6,54.9,45.1,-1.485,2
kiryat_ata,קרית אתא,1128,38.2,54.8,52.1,47.9,0.09,6
kiryat_biyalik,קרית ביאליק,1873,34.6,54.2,52.2,47.8,0.328,6
kiryat_gat,קרית גת,1310,32.1,42.7,50.2,49.8,-0.552,4
kiryat_tivon,קרית טבעון,209,29.6,48.8,48.8,51.2,1.215,8
kiryat_yam,קרית ים,5695,36.4,53.6,51.1,48.9,-0.247,5
kiryat_yearim,קרית יערים,33,40.5,36.4,54.5,45.5,-1.174,2
kiryat_motskin,קרית מוצקין,3391,34.4,51.9,52.6,47.4,0.402,7
kiryat_malahi,קרית מלאכי,240,28.6,40.8,51.2,48.8,-0.671,3
shomron,קרית נטפים,1,29.0,100.0,100.0,0.0,0.272,6
mate_yehuda,קרית ענבים,31,34.3,83.9,51.6,48.4,0.757,7
kiryat_ekron,קרית עקרון,60,38.4,73.3,58.3,41.7,-0.021,5
kiryat_shmona,קרית שמונה,320,32.9,31.9,50.6,49.4,-0.163,5
karnei_shomron,קרני שומרון,214,35.3,47.2,53.3,46.7,0.165,6
golan,קשת,9,17.9,11.1,0.0,100.0,0.207,6
rosh_haayin,ראש העין,430,39.6,57.7,55.3,44.7,0.781,7
rosh_pina,ראש פינה,6,47.0,50.0,50.0,50.0,0.644,7
gush_etzion,ראש צורים,2,20.5,50.0,50.0,50.0,0.144,6
rishon_letsiyon,ראשון לציון,12519,35.1,58.2,52.0,48.0,0.727,7
shomron,רבבה,50,29.4,42.0,42.0,58.0,0.272,6
yoav,רבדים,3,17.7,33.3,100.0,0.0,1.111,8
ramat_negev,רביבים,132,23.6,50.0,55.3,44.7,0.206,6
mate_asher,רגבה,37,19.2,16.2,40.5,59.5,0.52,7
menashe,רגבים,5,27.0,60.0,40.0,60.0,0.638,7
shaar_hanegev,רוחמה,5,48.2,20.0,60.0,40.0,0.769,7
emek_hamaayanot,רחוב,2,34.0,50.0,50.0,50.0,0.304,6
rehovot,רחובות,4734,35.7,56.2,52.0,48.0,0.601,7
merom_hagalil,ריחאניה,1,24.0,100.0,100.0,0.0,0.016,5
kfar_tavor,רימונים,5,48.2,100.0,60.0,40.0,1.266,8
rehasim,רכסים,41,24.0,31.7,48.8,51.2,-1.709,2
hagilboa,רם און,3,19.3,33.3,33.3,66.7,-0.098,5
jerusalem_yerushalayim,רמות,2,21.5,50.0,50.0,50.0,-1.196,2
gezer,רמות מאיר,8,30.5,50.0,50.0,50.0,1.162,8
megido,רמות מנשה,11,30.7,63.6,54.5,45.5,0.467,7
mevoot_hahermon,רמות נפתלי,5,25.4,60.0,40.0,60.0,0.799,7
ramla,רמלה,1882,34.4,62.0,50.2,49.8,-0.399,4
ramat_gan,רמת אפעל,9,35.2,77.8,77.8,22.2,1.099,8
ramat_gan,רמת גן,6468,33.3,66.0,54.1,45.9,1.099,8
emek_yizrael,רמת דוד,2,37.0,100.0,50.0,50.0,1.115,8
drom_hasharon,רמת הכובש,7,29.9,57.1,71.4,28.6,1.416,8
megido,רמת השופט,10,31.1,90.0,40.0,60.0,0.467,7
ramat_hasharon,רמת השרון,480,33.5,44.4,52.9,47.1,1.699,9
zvulun,רמת יוחנן,60,25.8,46.7,30.0,70.0,-0.014,5
ramat_yishay,רמת ישי,22,30.7,68.2,45.5,54.5,1.31,8
hagilboa,רמת צבי,3,40.3,100.0,66.7,33.3,-0.098,5
mate_yehuda,רמת רזיאל,11,30.9,81.8,63.6,36.4,0.757,7
mate_yehuda,רמת רחל,4,26.5,75.0,50.0,50.0,0.757,7
merhavim,רנן,6,22.3,66.7,50.0,50.0,0.232,6
hevel_modiin,רנתיה,3,64.3,33.3,33.3,66.7,0.837,7
raanana,רעננה,8674,30.1,42.7,50.0,50.0,1.28,8
misgav,רקפת,2,54.0,0.0,100.0,0.0,0.619,7
hof_hasharon,רשפון,18,25.7,50.0,50.0,50.0,1.38,8
emek_hamaayanot,רשפים,3,47.3,66.7,66.7,33.3,0.304,6
ramat_negev,רתמים,16,19.6,37.5,50.0,50.0,0.206,6
mevoot_hahermon,שאר ישוב,3,31.3,66.7,33.3,66.7,0.799,7
mate_asher,שבי ציון,6,50.2,50.0,33.3,66.7,0.52,7
shomron,שבי שומרון,2,23.5,0.0,100.0,0.0,0.272,6
tel_aviv_yafo,שגב,1,31.0,100.0,100.0,0.0,1.293,8
